,seqnames,start,end,width,strand,ZAlinkage,chgpt.mean
000080F.19,000080F,1077001,1109000,32000,*,W,-1.06382746067829
000080F.20,000080F,1109001,1120500,11500,*,Z,1.40646204811978
000080F.21,000080F,1120501,1130000,9500,*,W,-0.949342738884643
000080F.22,000080F,1130001,1177500,47500,*,Autosome,0.134791370749848
000080F.23,000080F,1177501,1248000,70500,*,Z,0.831266514675105
000080F.24,000080F,1248001,1328000,80000,*,Autosome,-0.139284683841628
000013F.1,000013F,1,113000,113000,*,Autosome,0.085083746794256
000013F.2,000013F,113001,124500,11500,*,Z,1.17031256783162
000013F.3,000013F,124501,977000,852500,*,Autosome,-0.122939475215996
000013F.4,000013F,977001,982500,5500,*,Z,2.15297120536304
000013F.5,000013F,982501,1315944,333444,*,Autosome,-0.128001576222648
000081F.1,000081F,1,234000,234000,*,Autosome,0.160744709620807
000081F.2,000081F,234001,255500,21500,*,Z,1.08565067616385
000081F.3,000081F,255501,404500,149000,*,Autosome,0.288201822198063
000081F.4,000081F,404501,415500,11000,*,Z,1.40032689744502
000081F.5,000081F,415501,686500,271000,*,Autosome,0.161637258446046
000081F.6,000081F,686501,699000,12500,*,W,-0.892289949008716
000081F.7,000081F,699001,937000,238000,*,Autosome,-0.0300659320594092
000081F.8,000081F,937001,953500,16500,*,Z,1.01337718267404
000081F.9,000081F,953501,1301000,347500,*,Autosome,-0.0934593418051175
000081F.10,000081F,1301001,1310267,9267,*,Z,0.864259571849212
000082F.1,000082F,1,23000,23000,*,Z,2.06100151505692
000082F.2,000082F,23001,49500,26500,*,Autosome,-0.485500582184666
000082F.3,000082F,49501,57000,7500,*,Z,1.53061592708018
000082F.4,000082F,57001,162500,105500,*,Autosome,-0.0331225826812975
000082F.5,000082F,162501,272500,110000,*,Autosome,0.363350030099165
000082F.6,000082F,272501,1058500,786000,*,Autosome,-0.0625937523228204
000082F.7,000082F,1058501,1244500,186000,*,Autosome,0.356617564601236
000082F.8,000082F,1244501,1262458,17958,*,Z,1.66847117143834
000083F.1,000083F,1,155500,155500,*,Autosome,0.107084132348875
000083F.2,000083F,155501,621000,465500,*,Autosome,-0.165005547398954
000083F.3,000083F,621001,627000,6000,*,Z,1.62115831411019
000083F.4,000083F,627001,912500,285500,*,Autosome,-0.306996791989462
000083F.5,000083F,912501,945000,32500,*,Autosome,0.2889201198917
000083F.6,000083F,945001,950000,5000,*,Z,1.96823231295049
000083F.7,000083F,950001,969500,19500,*,W,-0.869434898040815
000083F.8,000083F,969501,1195000,225500,*,Autosome,0.0854229419221498
000084F.1,000084F,1,166500,166500,*,Autosome,-0.0485852986489808
000084F.2,000084F,166501,626500,460000,*,Autosome,-0.337974586960684
000084F.3,000084F,626501,632000,5500,*,Z,1.62062536874557
000084F.4,000084F,632001,1111500,479500,*,Autosome,-0.211278060309449
000084F.5,000084F,1111501,1146000,34500,*,Autosome,0.356372059077526
000085F.1,000085F,1,579000,579000,*,Autosome,-0.21410882249524
000085F.2,000085F,579001,585500,6500,*,Z,1.3789724737753
000085F.3,000085F,585501,778500,193000,*,Autosome,-0.248016279214204
000085F.4,000085F,778501,1097478,318978,*,Autosome,0.0491490960784922
000087F.1,000087F,1,109000,109000,*,Autosome,-0.336021582772129
000087F.2,000087F,109001,114500,5500,*,Z,1.54111011837499
000087F.3,000087F,114501,874500,760000,*,Autosome,-0.148256088284581
000087F.4,000087F,874501,1030000,155500,*,Autosome,-0.409493797139182
000088F.1,000088F,1,17000,17000,*,Z,0.616565915652912
000088F.2,000088F,17001,29000,12000,*,Autosome,-0.428636286901882
000088F.3,000088F,29001,48000,19000,*,Z,1.00158390578705
000088F.4,000088F,48001,994500,946500,*,Autosome,-0.109201815906738
000088F.5,000088F,994501,1029500,35000,*,Z,0.697802802058978
000089F.1,000089F,1,354500,354500,*,Autosome,0.0504311584927186
000089F.2,000089F,354501,420000,65500,*,Autosome,0.53405630634824
000089F.3,000089F,420001,947000,527000,*,Autosome,-0.00779856528835201
000089F.4,000089F,947001,956000,9000,*,W,-1.6124474288659
000089F.5,000089F,956001,1016898,60898,*,Autosome,0.193925424455795
000090F.1,000090F,1,69000,69000,*,Autosome,-0.0442148431038336
000090F.2,000090F,69001,75500,6500,*,Z,1.64406407549613
000090F.3,000090F,75501,312000,236500,*,Autosome,-0.158077993138389
000090F.4,000090F,312001,327500,15500,*,W,-1.19694265187194
000090F.5,000090F,327501,1013500,686000,*,Autosome,-0.103761457894326
000091F.1,000091F,1,58000,58000,*,Autosome,-0.00336884030985684
000091F.2,000091F,58001,89500,31500,*,Z,1.06121747894665
000091F.3,000091F,89501,150500,61000,*,Autosome,0.14603034641267
000091F.4,000091F,150501,158500,8000,*,W,-1.44298198712272
000091F.5,000091F,158501,172000,13500,*,Z,1.05294936705792
000091F.6,000091F,172001,312000,140000,*,Autosome,0.0649985775615984
000091F.7,000091F,312001,502500,190500,*,Autosome,-0.263179731930699
000091F.8,000091F,502501,508000,5500,*,Z,1.53298934529739
000091F.9,000091F,508001,866500,358500,*,Autosome,-0.213570315690956
000091F.10,000091F,866501,987500,121000,*,Autosome,0.0993637232973655
000092R.1,000092R,1,28500,28500,*,Z,0.793200252196354
000092R.2,000092R,28501,324500,296000,*,Autosome,-0.0566881401687908
000092R.3,000092R,324501,331500,7000,*,Z,1.1469144789906
000092R.4,000092R,331501,973000,641500,*,Autosome,-0.252441266124934
000093F.1,000093F,1,457000,457000,*,Autosome,-0.0473933921753978
000093F.2,000093F,457001,462500,5500,*,W,-2.40180819817604
000093F.3,000093F,462501,534500,72000,*,Autosome,-0.161287810727475
000093F.4,000093F,534501,587500,53000,*,Z,1.15413116316008
000093F.5,000093F,587501,965500,378000,*,Autosome,-0.0669182271099907
000073F.1,000073F,1,13000,13000,*,Z,0.951093832528361
000073F.2,000073F,13001,147000,134000,*,Autosome,-0.0570178295296617
000073F.3,000073F,147001,152500,5500,*,Z,1.4991932093549
000073F.4,000073F,152501,253000,100500,*,Autosome,-0.194809453716743
000073F.5,000073F,253001,278000,25000,*,Z,0.668656996961952
000073F.6,000073F,278001,843000,565000,*,Autosome,-0.158236988214572
000073F.7,000073F,843001,848500,5500,*,Z,1.56859005887175
000073F.8,000073F,848501,965500,117000,*,Autosome,-0.319606616693896
000094F.1,000094F,1,540000,540000,*,Autosome,-0.209326863047852
000094F.2,000094F,540001,546000,6000,*,Z,1.31230129638444
000094F.3,000094F,546001,924500,378500,*,Autosome,-0.358188338939338
000094F.4,000094F,924501,951493,26993,*,Autosome,0.30684442091835
000095F.1,000095F,1,21500,21500,*,Z,0.79538428934346
000095F.2,000095F,21501,31500,10000,*,W,-0.880057242020468
000095F.3,000095F,31501,127000,95500,*,Autosome,0.576270669405356
000095F.4,000095F,127001,146000,19000,*,Z,1.44726168092983
000095F.5,000095F,146001,602500,456500,*,Autosome,0.347815639682107
000095F.6,000095F,602501,664000,61500,*,Z,0.792560074352542
000095F.7,000095F,664001,937374,273374,*,Autosome,0.191670407358582
000096F.1,000096F,1,159000,159000,*,Autosome,-0.0848392780641015
000096F.2,000096F,159001,164000,5000,*,Z,1.67305745291755
000096F.3,000096F,164001,248500,84500,*,Autosome,-0.557988844412552
000096F.4,000096F,248501,933500,685000,*,Autosome,-0.144486163939214
000098F.1,000098F,1,166500,166500,*,Autosome,0.292967723355849
000098F.2,000098F,166501,179500,13000,*,Z,1.43318148385083
000098F.3,000098F,179501,366500,187000,*,Autosome,0.0707854590443598
000098F.4,000098F,366501,400500,34000,*,Z,0.762123862098652
000098F.5,000098F,400501,440500,40000,*,W,-0.621080484497226
000098F.6,000098F,440501,599000,158500,*,Autosome,0.449112073712181
000098F.7,000098F,599001,617000,18000,*,Autosome,-0.532541974132012
000098F.8,000098F,617001,624000,7000,*,Z,1.44665824447881
000098F.9,000098F,624001,794000,170000,*,Autosome,0.0773664042798766
000098F.10,000098F,794001,847000,53000,*,Autosome,-0.399199429416933
000098F.11,000098F,847001,884000,37000,*,Autosome,0.538305513605722
000099F.1,000099F,1,200500,200500,*,Autosome,-0.164399715732123
000099F.2,000099F,200501,305000,104500,*,Autosome,0.500102059734464
000099F.3,000099F,305001,883000,578000,*,Autosome,0.07043524880045
000101F.1,000101F,1,8500,8500,*,Z,0.89505061860644
000101F.2,000101F,8501,842000,833500,*,Autosome,-0.151872346107887
000102F.1,000102F,1,6500,6500,*,W,-1.15556401644287
000102F.2,000102F,6501,190000,183500,*,Autosome,0.559908679877315
000102F.3,000102F,190001,625000,435000,*,Autosome,0.206021309319342
000102F.4,000102F,625001,774000,149000,*,Autosome,-0.168915177226898
000032F.1,000032F,1,181500,181500,*,Autosome,0.301536805976161
000032F.2,000032F,181501,193500,12000,*,Z,1.5450358329044
000032F.3,000032F,193501,207500,14000,*,Autosome,0.216058936899256
000032F.4,000032F,207501,228500,21000,*,Z,1.47940494981754
000032F.5,000032F,228501,368500,140000,*,Z,0.618173239853549
000032F.6,000032F,368501,719500,351000,*,Autosome,0.229430606251618
000032F.7,000032F,719501,725000,5500,*,W,-1.74607463498062
000032F.8,000032F,725001,745000,20000,*,Z,0.686924734161845
000104F.1,000104F,1,183500,183500,*,Autosome,-0.23024919193938
000104F.2,000104F,183501,539500,356000,*,Autosome,0.040364093870725
000104F.3,000104F,539501,545000,5500,*,Z,2.10766508318334
000104F.4,000104F,545001,739500,194500,*,Autosome,0.0598742385018893
000105F.1,000105F,1,12000,12000,*,Z,1.32101554116527
000105F.2,000105F,12001,677320,665320,*,Autosome,-0.181024588236634
000106F.1,000106F,1,9000,9000,*,Autosome,-0.104684036520972
000106F.2,000106F,9001,15000,6000,*,Z,1.59078987801415
000106F.3,000106F,15001,647000,632000,*,Autosome,-0.179609357297255
000107F.1,000107F,1,215000,215000,*,Autosome,-0.154289573791107
000107F.2,000107F,215001,229500,14500,*,Z,1.34960033826054
000107F.3,000107F,229501,359000,129500,*,Autosome,-0.337512631261553
000107F.4,000107F,359001,364500,5500,*,Z,1.33752939108426
000107F.5,000107F,364501,644483,279983,*,Autosome,-0.243157281089537
000110F.1,000110F,1,361000,361000,*,Autosome,-0.241391728611873
000110F.2,000110F,361001,391000,30000,*,W,-1.16469617050355
000110F.3,000110F,391001,539000,148000,*,Autosome,-0.2163628834152
000110F.4,000110F,539001,562990,23990,*,Autosome,0.492418708611237
000109F.1,000109F,1,10500,10500,*,Z,0.934725371697926
000109F.2,000109F,10501,15500,5000,*,W,-1.09773662849986
000109F.3,000109F,15501,320000,304500,*,Autosome,0.222200467952475
000109F.4,000109F,320001,348000,28000,*,W,-0.905047213468923
000109F.5,000109F,348001,559000,211000,*,Autosome,0.26689184066061
000111F.1,000111F,1,125500,125500,*,Autosome,-0.268401915799836
000111F.2,000111F,125501,136000,10500,*,Z,1.10358719020487
000111F.3,000111F,136001,462000,326000,*,Autosome,-0.203197047615985
000111F.4,000111F,462001,468000,6000,*,W,-1.88819892183853
000111F.5,000111F,468001,558000,90000,*,Autosome,-0.280260080927502
000112F.1,000112F,1,109500,109500,*,Autosome,0.305243687412897
000112F.2,000112F,109501,337000,227500,*,Autosome,-0.00293745658806765
000112F.3,000112F,337001,541489,204489,*,Autosome,0.410352551569554
000113F.1,000113F,1,202500,202500,*,Autosome,-0.18299216860972
000113F.2,000113F,202501,208500,6000,*,Z,1.3459283341666
000113F.3,000113F,208501,356000,147500,*,Autosome,-0.309323731238387
000113F.4,000113F,356001,382000,26000,*,Z,0.784706143827106
000113F.5,000113F,382001,535479,153479,*,Autosome,-0.072874036710961
000114F.1,000114F,1,76000,76000,*,Autosome,-0.503968348718877
000114F.2,000114F,76001,83500,7500,*,Z,1.4751155839297
000114F.3,000114F,83501,245500,162000,*,Autosome,-0.274681493066828
000114F.4,000114F,245501,269000,23500,*,Z,1.17649889072716
000114F.5,000114F,269001,310000,41000,*,W,-0.652223721186984
000114F.6,000114F,310001,315000,5000,*,Z,1.35519225354315
000114F.7,000114F,315001,495877,180877,*,Autosome,-0.208681394050071
000115F.1,000115F,1,178500,178500,*,Autosome,0.0628801719591904
000115F.2,000115F,178501,317000,138500,*,Autosome,-0.281355486406413
000115F.3,000115F,317001,327000,10000,*,W,-1.2957555340272
000115F.4,000115F,327001,434000,107000,*,Autosome,-0.0253651544914756
000116F.1,000116F,1,56000,56000,*,W,-2.88141869681732
000116F.2,000116F,56001,100500,44500,*,W,-4.47308984471275
000116F.3,000116F,100501,151500,51000,*,W,-2.06998317327429
000116F.4,000116F,151501,173000,21500,*,Z,0.826442504440642
000116F.5,000116F,173001,205000,32000,*,W,-1.56559088609367
000116F.6,000116F,205001,223000,18000,*,Z,0.73359207313431
000116F.7,000116F,223001,253000,30000,*,W,-0.64325508565202
000116F.8,000116F,253001,362500,109500,*,W,-4.54128423774953
000116F.9,000116F,362501,372000,9500,*,Z,1.18104548913556
000116F.10,000116F,372001,399500,27500,*,W,-1.26337979153446
000116F.11,000116F,399501,418441,18941,*,Autosome,0.240582230546102
000117F.1,000117F,1,132500,132500,*,Autosome,0.0247152436037887
000117F.2,000117F,132501,139500,7000,*,W,-1.70197669556071
000117F.3,000117F,139501,173500,34000,*,Z,0.637072962958193
000117F.4,000117F,173501,408818,235318,*,Autosome,0.00591620573513311
000118F.1,000118F,1,14000,14000,*,Z,1.0461847038164
000118F.2,000118F,14001,19500,5500,*,Z,2.62220260903625
000118F.3,000118F,19501,68000,48500,*,Z,0.955028865648054
000118F.4,000118F,68001,408500,340500,*,Autosome,-0.0325988497876426
000119F.1,000119F,1,314500,314500,*,Autosome,0.279618046766309
000119F.2,000119F,314501,340000,25500,*,Autosome,-0.304574737580925
000119F.3,000119F,340001,374500,34500,*,Z,0.841243864531824
000120F.1,000120F,1,10500,10500,*,W,-0.685671124397049
000120F.2,000120F,10501,57000,46500,*,W,-2.30899667558247
000120F.3,000120F,57001,168000,111000,*,W,-0.627072154951694
000120F.4,000120F,168001,177500,9500,*,Z,0.741065433249262
000120F.5,000120F,177501,212000,34500,*,W,-1.92571771620118
000120F.6,000120F,212001,237500,25500,*,Autosome,0.122926595809578
000120F.7,000120F,237501,305500,68000,*,W,-0.792237363935281
000122F.1,000122F,1,33500,33500,*,Autosome,0.130796850373953
000122F.2,000122F,33501,38500,5000,*,W,-1.74459021192269
000122F.3,000122F,38501,291500,253000,*,Autosome,-0.26263305727076
000124F.1,000124F,1,45000,45000,*,Autosome,-0.503005075867637
000124F.2,000124F,45001,68500,23500,*,W,-2.82994240201287
000124F.3,000124F,68501,74000,5500,*,Z,1.91478399861761
000124F.4,000124F,74001,117500,43500,*,W,-0.596910371910287
000124F.5,000124F,117501,166500,49000,*,Z,0.916563512387158
000124F.6,000124F,166501,214000,47500,*,W,-1.21098983270175
000124F.7,000124F,214001,275000,61000,*,Autosome,0.499794545428478
000126F.1,000126F,1,37000,37000,*,Autosome,0.433290913199046
000126F.2,000126F,37001,43500,6500,*,W,-1.46409867811308
000126F.3,000126F,43501,58000,14500,*,Autosome,0.494569813310454
000126F.4,000126F,58001,81000,23000,*,W,-1.14894762349858
000126F.5,000126F,81001,97500,16500,*,W,-2.42995400401997
000126F.6,000126F,97501,103500,6000,*,Autosome,0.382795598439737
000126F.7,000126F,103501,179000,75500,*,W,-2.07744369217282
000126F.8,000126F,179001,186500,7500,*,Autosome,0.393963884619445
000126F.9,000126F,186501,209500,23000,*,W,-1.60158035799174
000126F.10,000126F,209501,224000,14500,*,Autosome,-0.493633708533429
000125F.1,000125F,1,66000,66000,*,Z,0.776713513841339
000125F.2,000125F,66001,210000,144000,*,Autosome,0.279952957416117
000125F.3,000125F,210001,235500,25500,*,Z,0.872663526895781
000127F.1,000127F,1,19000,19000,*,Autosome,-0.376634805238997
000127F.2,000127F,19001,26000,7000,*,Z,1.5099204812358
000127F.3,000127F,26001,228279,202279,*,Autosome,-0.0537819350760443
000128F.1,000128F,1,22000,22000,*,W,-0.866501885031609
000128F.2,000128F,22001,45000,23000,*,W,-2.58213870615996
000128F.3,000128F,45001,62500,17500,*,Autosome,-0.34804655735531
000128F.4,000128F,62501,73000,10500,*,W,-1.75852701730715
000128F.5,000128F,73001,89000,16000,*,Autosome,0.470430838796835
000128F.6,000128F,89001,107500,18500,*,W,-0.959381281423381
000128F.7,000128F,107501,129500,22000,*,W,-2.75800831131522
000128F.8,000128F,129501,145500,16000,*,Autosome,-0.325406699205428
000128F.9,000128F,145501,181500,36000,*,Z,0.759893679086801
000128F.10,000128F,181501,198500,17000,*,W,-1.89611352287546
000086F.1,000086F,1,9500,9500,*,Autosome,0.339321690526146
000086F.2,000086F,9501,22000,12500,*,Z,1.94966396308623
000086F.3,000086F,22001,27500,5500,*,Autosome,0.502520635854043
000086F.4,000086F,27501,38000,10500,*,Z,2.67835354118607
000086F.5,000086F,38001,81500,43500,*,Z,0.954257584428842
000086F.6,000086F,81501,191235,109735,*,Autosome,-0.0416529292436976
000129F.1,000129F,1,16000,16000,*,W,-1.46924130366625
000129F.2,000129F,16001,81500,65500,*,W,-0.645870498634658
000129F.3,000129F,81501,101000,19500,*,Z,0.665360228582807
000129F.4,000129F,101001,189500,88500,*,Autosome,-0.0794245780231411
000130F.1,000130F,1,40000,40000,*,Autosome,-0.413975494901805
000130F.2,000130F,40001,47000,7000,*,W,-4.28414781254113
000130F.3,000130F,47001,53000,6000,*,W,-0.597247514650901
000130F.4,000130F,53001,98500,45500,*,W,-2.72546106104606
000130F.5,000130F,98501,103500,5000,*,Z,0.899752143757561
000130F.6,000130F,103501,118000,14500,*,W,-1.36772413010319
000130F.7,000130F,118001,149000,31000,*,Autosome,-0.0677311383075075
210.1,210,1,113000,113000,*,Z,1.28576185318681
210.2,210,113001,122000,9000,*,Autosome,-0.0905216116389976
210.3,210,122001,145500,23500,*,Z,1.47418295424331
000131F.1,000131F,1,11000,11000,*,Z,0.642514495895289
000131F.2,000131F,11001,38500,27500,*,Autosome,-0.496647632520532
000131F.3,000131F,38501,55000,16500,*,Z,1.45015839523942
000131F.4,000131F,55001,144000,89000,*,Autosome,-0.122016638843389
000100F.1,000100F,1,36000,36000,*,Autosome,0.552799312257703
000100F.2,000100F,36001,113500,77500,*,Autosome,-0.196519425086466
000100F.3,000100F,113501,134470,20970,*,Autosome,0.482443317542778
000132F.1,000132F,1,50000,50000,*,Autosome,0.0203308394889271
000132F.2,000132F,50001,55000,5000,*,Z,1.59214923922401
000132F.3,000132F,55001,133000,78000,*,Autosome,0.268414877312657
000134F.1,000134F,1,34500,34500,*,Z,0.836141900817417
000134F.2,000134F,34501,61000,26500,*,Autosome,-0.362454868265752
000134F.3,000134F,61001,79000,18000,*,W,-4.57717485257315
000134F.4,000134F,79001,84000,5000,*,Autosome,0.530241178593731
000134F.5,000134F,84001,92500,8500,*,W,-0.99148292263766
000134F.6,000134F,92501,104000,11500,*,W,-3.18681086023362
000136F.1,000136F,1,14500,14500,*,W,-1.90173677499122
000136F.2,000136F,14501,41500,27000,*,W,-0.588480753543264
000138F.1,000138F,1,34000,34000,*,Autosome,-0.0210612435268117
000138F.2,000138F,34001,84500,50500,*,W,-1.15504946271268
000137F.1,000137F,1,6000,6000,*,Z,1.31953969201354
000137F.2,000137F,6001,34000,28000,*,W,-3.11160012786699
000137F.3,000137F,34001,42500,8500,*,Autosome,-0.381661222511487
000137F.4,000137F,42501,89000,46500,*,W,-3.09696178966851
000140F.1,000140F,1,13500,13500,*,W,-3.85153351325334
000140F.2,000140F,13501,52500,39000,*,W,-2.33241621650367
000140F.3,000140F,52501,77000,24500,*,Z,0.896943809057822
000141F.1,000141F,1,15000,15000,*,W,-3.60821197893498
000141F.2,000141F,15001,37000,22000,*,Autosome,-0.467994615574988
000141F.3,000141F,37001,57500,20500,*,W,-6.09434689516367
000141F.4,000141F,57501,74000,16500,*,Autosome,0.0866179129236896
000142F.1,000142F,1,10500,10500,*,Z,1.07853029740002
000142F.2,000142F,10501,65500,55000,*,W,-5.00911757920512
000143F.1,000143F,1,17500,17500,*,Z,0.87096147529413
000143F.2,000143F,17501,24000,6500,*,Z,3.00783500359935
000143F.3,000143F,24001,29000,5000,*,Autosome,0.547412382992097
000143F.4,000143F,29001,60000,31000,*,Z,2.07530112581785
000144F.1,000144F,1,33000,33000,*,W,-4.58381641513244
000144F.2,000144F,33001,58000,25000,*,Z,0.591195415341573
000145F.1,000145F,1,34000,34000,*,W,-1.19665098299406
000145F.2,000145F,34001,39000,5000,*,Z,0.587156779262396
000145F.3,000145F,39001,57000,18000,*,W,-0.941123417438532
000146F.1,000146F,1,43500,43500,*,Autosome,0.252162478609407
000146F.2,000146F,43501,56983,13483,*,Z,1.01937530147942
000147F.1,000147F,1,13500,13500,*,Z,1.39943101988725
000147F.2,000147F,13501,20000,6500,*,Autosome,0.0825708644749116
000147F.3,000147F,20001,26000,6000,*,Z,1.6474269997532
000147F.4,000147F,26001,49500,23500,*,Autosome,0.0915366249082816
000150F.1,000150F,1,32000,32000,*,W,-1.85808879584075
000150F.2,000150F,32001,46000,14000,*,W,-3.36386358097986
000148F.1,000148F,1,4500,4500,*,Autosome,-0.492689559746044
000148F.2,000148F,4501,40000,35500,*,Z,1.06538918098103
000148F.3,000148F,40001,45500,5500,*,Autosome,-0.304523380904547
000149F.1,000149F,1,38000,38000,*,W,-2.9264424146884
000149F.2,000149F,38001,44500,6500,*,W,-4.51676720788506
000154F.1,000154F,1,29500,29500,*,Z,0.919560941037231
000154F.2,000154F,29501,39000,9500,*,W,-0.724699383960918
000154F.3,000154F,39001,44500,5500,*,Z,1.0966433259553
000155F.1,000155F,1,9500,9500,*,W,-0.718206842004795
000155F.2,000155F,9501,36500,27000,*,Autosome,0.443932740488839
000160F.1,000160F,1,20000,20000,*,W,-3.93873319760786
000160F.2,000160F,20001,30989,10989,*,W,-1.96054668828796
000162F.1,000162F,1,7500,7500,*,Z,1.57896219911069
000162F.2,000162F,7501,14000,6500,*,Autosome,-0.153156662331399
000162F.3,000162F,14001,30000,16000,*,Z,1.22708177961596
000167F.1,000167F,1,13000,13000,*,W,-3.12331451908393
000167F.2,000167F,13001,28500,15500,*,W,-4.38073879820825
000170F.1,000170F,1,6000,6000,*,W,-3.67405899269601
000170F.2,000170F,6001,25500,19500,*,W,-5.050730047871
000164F.1,000164F,1,7000,7000,*,Z,1.69370241176141
000164F.2,000164F,7001,15000,8000,*,Autosome,0.343750591367056
000164F.3,000164F,15001,25500,10500,*,Z,1.5845839075773
000166F.1,000166F,1,12500,12500,*,Autosome,-0.0669999657511804
000166F.2,000166F,12501,17500,5000,*,Z,1.06730799593377
000166F.3,000166F,17501,25000,7500,*,W,-0.689889949874983
000183F.1,000183F,1,15000,15000,*,Z,1.19154869558987
000183F.2,000183F,15001,23490,8490,*,Autosome,-0.331305709565277
000197F.1,000197F,1,6000,6000,*,Autosome,0.45491019839886
000197F.2,000197F,6001,18500,12500,*,W,-0.88041309188717
000202F.1,000202F,1,5500,5500,*,Z,1.40550350520913
000202F.2,000202F,5501,13979,8479,*,Autosome,0.329351968871549
